filename	event_labels
09gJX0Cc6p0	laughter,singing,guitar
0B2-cR4GEjc	car,speech,car_alarm,laughter,bicycle
0BGMqQkCc5Y	fixed-wing_aircraft
0D-VZRW3YJI	horse,speech
0D6qIjcbXCc	chicken_rooster,rodents
0DCcTz0SYYI	chicken_rooster
0DLQxoJg0UM	playing_volleyball,speech
0Ddx9z5OoK0	chicken_rooster
0DwBIhhMkHc	singing,speech,cheering,playing_baseball,drum
0EDj8eGlEJY	playing_soccer,speech
0EGNG0-VyZU	chicken_rooster,speech
0EepbsAtiDk	horse,speech
0Fzbtv_gwX0	cry,speech
0GzrghCSrHU	chicken_rooster
0HFMGsOJy6A	chicken_rooster,guitar,bicycle,speech
0HY9u5l1UQo	fixed-wing_aircraft
0HlcDqvawyM	shofar
0IOg0E9PtLM	fixed-wing_aircraft
0Ikx9-0ufH8	chicken_rooster
0J3OzIVLnEI	chicken_rooster
0J5q7aijM1E	frisbee,dance,dog,guitar,drum
0KT0Slt2hzY	fixed-wing_aircraft,speech
0KgBKYju0Mw	chicken_rooster
0KjqpeytyKg	playing_soccer,piano,speech,drum
0Kvw2BPKjz0	car,speech
0LcEgY3DouU	chicken_rooster
0M3AYnUPk4g	chainsaw
0MpeArTdYlQ	cheering,playing_ping-pong
0NT9SQCFUI0	cry,speech
0P-bPAubx3M	cry,speech
0P4pTOC_TKU	banjo,bicycle,violin
0PCQ-07a0hQ	frisbee,dog,car
0PbmXOVIwGc	horse,speech
0Pw3OAXHNLM	fixed-wing_aircraft
0QC0lAHptR8	playing_tennis,speech
0QZ-JK2Ch4E	chainsaw,singing,cheering,speech
0R3NwM2_A0U	chicken_rooster,clapping,speech
0RATdvr1c9Y	chicken_rooster
0Rqy0Y_BKkw	playing_soccer,piano,speech
0Rxy5fg9fDM	chicken_rooster,speech
0T2_1Q4UIyQ	chicken_rooster
0TUL9E4puEg	guitar,bicycle,cello,violin
0TiOAVwVX1Q	chicken_rooster,speech
0Ui94fBgZ_Q	playing_soccer,clapping,speech
0UmZKOh5Kzc	chicken_rooster,speech
0Ux3G_cg79s	chainsaw,speech
0VzddQUqVCQ	clapping,cheering,playing_tennis,speech
0WiikUwnrC0	chicken_rooster,clapping,cheering,speech
0X8e6nOPkR0	frisbee,dog,car,speech
0ZOHI9inGBk	chicken_rooster,speech
0ZyPRbnAoG4	playing_tennis,speech
0_V0AgsqZbw	chicken_rooster
0_kEAMIf8j8	chicken_rooster
0av1O2h5JgY	singing,speech,cheering,playing_baseball,drum
0ba3-OhzFEU	fixed-wing_aircraft
0briuEELGRE	chicken_rooster,dog,speech
0chLdkCRxO4	chicken_rooster,speech
0dMJ7dlPzWs	chainsaw
0dQf0JfN41U	fixed-wing_aircraft
0ddWYr_zQ1E	chicken_rooster
0dk-ZmsWZ98	dog,playing_basketball,speech
0dwu55z68CY	playing_soccer,speech,drum
0dyJz2hnURE	car,speech,laughter,playing_ping-pong,clapping
0f_xvP-jxuI	laughter,playing_badminton,bicycle,speech
0fgoZlCL2II	laughter,cat,speech
0frfI0OAhWk	chicken_rooster,speech
0fyutS3FMb4	playing_ping-pong,speech
0g2Mc_WNXCM	playing_basketball,drum,speech
0hMZVFUXwHo	chainsaw
0i0h5nK2D_U	cry,speech
0i6HMfEeOEQ	playing_basketball,speech
0ioyVuCAAac	chicken_rooster
0jAa9bewoxg	clapping,singing,cheering,dance
0jCTBa8cSKc	chicken_rooster
0jR20-0sy1Y	shofar,speech
0jyxudxON-0	chicken_rooster
0kkswG7eKmU	chicken_rooster,speech
0lB-Of-KGUo	cry
0lce-qCdUZs	frisbee,dog,car,speech
0mItVa2Cj8U	chicken_rooster
0mKRXJhlMb0	chicken_rooster,laughter
0mkj5A9qg9A	playing_soccer,speech,drum
0mqjPEPblGI	chicken_rooster,speech
0npLQ4LzD0c	car_alarm,car
0o7mmdbK93A	singing,speech,chicken_rooster,clapping,cheering
0pvp3yzmE5s	chicken_rooster
0qKOtGR20SA	playing_basketball,cheering,dance,speech
0qbVYrH95Ac	chicken_rooster
0rZT2FQzdDQ	chicken_rooster
0rZoAxmluX8	piano,playing_ping-pong
0rcAa1-6z28	fixed-wing_aircraft
0ruHvSkfoB8	playing_soccer,speech
0s0FLwW_Zsk	chainsaw,car
0s9xZLjN5X8	chicken_rooster,speech
0shveFo63vU	fixed-wing_aircraft
0srGeSQu9uQ	chicken_rooster
0swmgT8nGCA	playing_volleyball,cheering,speech
0tWqMSigpqw	fixed-wing_aircraft
0x3K2YSytTI	chicken_rooster,clapping,cheering,speech
0xiWpcy2dHI	playing_volleyball,clapping,cheering
0y4WJIJSOdQ	chicken_rooster
0y4mO86t4Z0	horse,speech
0y59NGzAoWs	playing_volleyball,speech,alarm,clapping,cheering
0yXnfquHjVI	playing_volleyball,speech,alarm,clapping,cheering
0yx2_smQlGo	cheering,playing_ping-pong
0yyodmE6cGg	accordion
1-JvknKGp74	laughter,cat,speech
1-nA5SgvFQM	chicken_rooster,speech
11p3k7duyKc	horse,speech
12FhGkM-Fls	shofar,speech
12LHUqJxos4	laughter,speech
12pMdcWdNeQ	clapping,playing_basketball,cheering
13D1YY_BvWU	helicopter,cello,speech
13cWHYVRdsw	fixed-wing_aircraft
13k8j37ktV4	chicken_rooster
13xZgRl9XD4	rodents,speech
14-HuDAa7vM	speech,singing,drum
15CVltjZR-E	piano,clapping,shofar,speech
15pRTNSUjhE	chicken_rooster
15xPWO0KE6o	singing,horse,car,speech,fixed-wing_aircraft
161c0bv1tkU	fixed-wing_aircraft
16bnaw5ZSNY	playing_baseball,cheering,accordion,speech
16iyjFCwta4	chicken_rooster,speech
16k-hKzQqKc	helicopter,alarm,car
18NpKwKl6Rk	chainsaw,speech
1ABfgNr8Pkw	playing_soccer,speech
1AMwRRtp4Sg	chicken_rooster
1B-FIInh7_s	chicken_rooster,speech
1BctuVhLz1A	cry
1BgAcGWShOk	playing_ping-pong,speech
1Bo0lRB2B3A	frisbee,singing,dance,laughter,speech,cheering,drum
1BvF2ZI0S5g	singing,dance,speech,chicken_rooster,playing_basketball
1C3-1R8h3rM	chicken_rooster
1CQR2Nh6ZaU	chainsaw
1DGQ1wdEWM8	piano,cheering,guitar,drum,playing_basketball
1DMv9mVtVyI	cheering,playing_ping-pong
1DOnv_cIh14	singing,piano,clapping,cheering,guitar,drum
1F21UFJiB0c	cheering,playing_ping-pong
1FF_PjIL4l4	chainsaw
1FfvnylPPcs	laughter,horse,violin
1Fz1owHrSyE	playing_volleyball,clapping,cheering,speech
1GA-pRH3sBw	chicken_rooster
1GwJxtxosLc	cheering,drum
1GwrogGAIS0	chicken_rooster,singing,cheering,speech
1HI5dkf7d8Q	cello,banjo,clapping,cheering,guitar,violin
1HNcTMygRqo	banjo,guitar,bicycle,violin
1HhZ9VmTSu8	playing_tennis
1JWevjhd6Wk	chainsaw
1Jky7YVAPYY	frisbee,singing,speech,laughter,dog
1K2p-dyx3SE	violin
1Kd1eUeaKdQ	fixed-wing_aircraft
1KyF6q2TTEA	chainsaw
1MZWCvHaYhQ	singing,speech,playing_soccer,clapping,cheering
1Mnhk2CNvZ8	cheering,playing_tennis,speech
1MwkKdsSUns	playing_ping-pong,speech
1N2LyiEppk8	clapping,cheering,horse,speech
1NkjIXbgEZc	dog,fixed-wing_aircraft
1PN66hxf-9A	clapping,cheering,playing_baseball,speech
1SPVxYpRzAs	playing_soccer,cheering,speech
1SqYA6OW3ns	chainsaw,speech
1Tpe-iZhoIc	fixed-wing_aircraft
1TvNBm0DTJg	car_alarm,bicycle,alarm,car
1UdK3jjy8g8	playing_volleyball,singing,speech,clapping,cheering
1UgnjHTmzKg	fixed-wing_aircraft,speech
1V2VImKmHP8	car,fixed-wing_aircraft,speech
1WdJGpNHVS4	rodents
1YOLvMd0_rg	playing_baseball,clapping,cheering,speech
1Z4QoVbiFIU	cry,speech
1Zr-AjDdfrM	cheering,dance
1ZtXKR3_X-Q	fixed-wing_aircraft
1_3UA1ZSKoI	clapping,fixed-wing_aircraft,speech
1b26S8mn9OM	piano,singing,cello,drum
1c-DuB_nVQA	fixed-wing_aircraft,speech
1c76hIng4Ak	singing,speech,cheering,playing_baseball,drum
1d7IBueQYZo	playing_tennis,speech
1eY4SDnlWmo	playing_ping-pong,speech
1eeg6ssaAP0	clapping,rodents,cheering,speech
1eikeF7Zitg	guitar
1en9fyEUfYU	fixed-wing_aircraft,speech
1euC3-drswQ	laughter,singing,guitar
1f-s2gYqyh8	playing_soccer,speech
1fqNHLqPnAI	frisbee,car,speech,dog,clapping,cheering,bicycle
1gQkxY9-sL4	car,singing,accordion
1gxh6IA2aJ4	fixed-wing_aircraft
1habnDjBc0g	dog,clapping,cheering
1i6hFSp4mWo	playing_baseball,cheering,guitar,speech
1jyBARHxmlc	horse,speech
1k5y3IqxPw0	playing_ping-pong
1lUK09Wwnvw	clapping,singing,fixed-wing_aircraft,speech
1m1C7vR60wY	fixed-wing_aircraft
1meowL4HPSU	singing,speech,clapping,cheering,fixed-wing_aircraft
1n0103Rotoc	cry,speech
1n5uFGk2pnc	speech,singing,cheering,playing_ping-pong
1nBDoDcPBj8	car_alarm,car,speech
1nYevjqjZmo	dog,cry
1pa1GIeQiuI	fixed-wing_aircraft
1t63KIS6F4I	cry,speech
1tOBtki9Xzk	cry,speech
1uMyymBV_eU	helicopter,singing,car,speech,cheering
1veWbLpGa78	laughter,car
1vw4LB-D2zo	helicopter,clapping,singing,speech
1xTMKVBMU0Y	fixed-wing_aircraft
1yvZV8piMYI	laughter,clapping,horse,speech
2-UNNqpi0f0	playing_soccer,cheering,alarm,speech
2-a-TlKRth8	laughter,playing_badminton,bicycle,speech
215NEmmpc60	playing_ping-pong
23rRgrnWQgU	banjo,guitar
24ywlO1l1mE	banjo,chainsaw,clapping
25_-Odrisz8	speech,laughter,clapping,cheering,playing_basketball
28BSB_oyQOc	clapping,rodents
28QP3M-DUnk	laughter,playing_volleyball,cheering,speech
2A9cNdvHr3w	fixed-wing_aircraft
2CDIIOqK-sI	piano,guitar,fixed-wing_aircraft
2CUPWkVP-no	frisbee,clapping,cheering,speech
2D1ODPlJlo8	cello
2E0cXm31egA	playing_ping-pong
2EueLQehhdo	playing_volleyball,speech,laughter,piano,cheering,clapping
2GfYNfKtpK0	chainsaw
2H46YMGYAD4	fixed-wing_aircraft
2HDe1UrYzZ8	singing,guitar
2HLpx5mqvW8	chainsaw
2HWeu6EwLYY	speech,cheering,playing_ping-pong
2HbuDx_BhW8	fixed-wing_aircraft
2I6pPRWKsCQ	piano,singing,guitar,drum
2Ih94oEBqPw	laughter,cat,speech
2IiUuD0Jan4	fixed-wing_aircraft
2IyjdEYNwnY	chainsaw,guitar
2JwV3cAowD4	frisbee,speech,guitar,drum,playing_basketball
2LL9rfu1PRg	chainsaw
2NLrU9kLvo4	laughter,car,speech
2NznD9TBi5o	fixed-wing_aircraft
2OU8NF91fJg	fixed-wing_aircraft
2PFU_Ee0x14	laughter,playing_badminton,speech
2Peh_gdQCjg	playing_badminton,speech
2PfBt_cK07o	shofar
2Pi35Np_Rh0	fixed-wing_aircraft
2Pzs6Yqn7O0	speech,laughter,dance,shofar,cheering,clapping,drum
2Q-wXTSc91g	horse,cry,speech
2Q8rXOXnhQU	fixed-wing_aircraft
2RMDPyh3G58	fixed-wing_aircraft
2RTltupmW0w	playing_tennis,fixed-wing_aircraft
2SE8CryyF3U	singing,guitar
2SoL-pN-2qg	clapping,piano,singing
2TFZDZX1oXw	clapping,piano,singing,cheering
2U_BUV8PLtk	bicycle,speech
2UuUxUmhugo	chainsaw,violin,dance
2VaveF8LNwY	playing_volleyball,speech,alarm,clapping,cheering,drum,violin
2Wi7_uPVQn4	clapping,singing,cheering,dance
2X3D54iHi3A	fixed-wing_aircraft
2XC0ckiiuq4	frisbee,singing,dance,speech,banjo,guitar
2XLmIci_Etg	horse,car,speech
2XvHKOpDfek	guitar,clapping,cheering
2YPRT4UrBZM	rodents,speech
2YjE6XCkkSc	speech,laughter,clapping,cheering,playing_baseball
2YrdbClQARE	laughter,cry,speech
2ZLieYZhqLk	fixed-wing_aircraft
2_5IdNJB3Kw	speech,playing_badminton,clapping,cheering,drum
2a0LX67iPlI	laughter,horse,speech
2aJ3gtczGUo	fixed-wing_aircraft
2dB0iMy4KAI	speech,laughter,alarm,playing_soccer,cheering
2dk9xHmkNpI	piano,guitar,playing_ping-pong
2eNJyPLjnWM	playing_ping-pong
2f0JKXfTPrE	helicopter
2fHOFU-quvw	fixed-wing_aircraft
2gZWXqZK18E	cry,speech
2j_jq96u_yM	chainsaw
2kU0qemRB5A	clapping,cheering,playing_ping-pong
2kqRYTWKKIk	chainsaw
2ljnXaW13hI	speech,playing_badminton,cheering,drum,violin
2logomXufTc	fixed-wing_aircraft,speech
2mmXoqiCOcM	cry,speech
2mnn3rimUDY	cry,speech
2mpz54nF3qI	banjo,dog
2nF5FG9GK9k	playing_volleyball,cheering,speech
2nHE-EErdWs	playing_basketball,speech
2o-Grc-LSUM	fixed-wing_aircraft
2ooAa7BTrVI	singing,horse,speech,dance,banjo,clapping,cheering,guitar
2pIlb2zHmyk	playing_volleyball,speech,alarm,clapping,cheering
2q6s2MmKZtM	singing,speech,dance,cheering,clapping,playing_baseball,drum
2qgOeAgtWi0	cry
2qra_7YjoYw	fixed-wing_aircraft
2sKmbnOi5S0	cheering,playing_ping-pong
2u9uWvVgULk	cry,speech
2u9yhtl01zA	speech,laughter,playing_ping-pong,clapping,cheering
2uJQdg8k9sU	playing_badminton,cheering,violin,speech
2vjgvW9rFLA	car,fixed-wing_aircraft
2w1NeptwLzU	playing_ping-pong
2w3FSD235TY	horse,speech
2wYIy9Osu-I	cry,speech
2waLaV2gwno	fixed-wing_aircraft
2x43exdQ5bo	cry,speech
2xvqbtV1vfQ	car_alarm,car
3-2CKVCL90g	cheering,playing_ping-pong
3-P1OtsVgfs	laughter,cat,speech
3-ZlmJDnseE	fixed-wing_aircraft
30C3oqW_KCg	frisbee,dog,car,speech
33YLP_cv7UU	playing_soccer,helicopter
34rBzTNyQ-M	speech,cello,banjo,clapping,cheering,violin
378f6c9zIRg	cat,dog,speech
37_fs34IRSs	fixed-wing_aircraft
37uHqbWccY0	laughter,piano,cello,clapping,cheering,violin
384nku0gUe4	chainsaw
385OLsVRaAU	alarm
38wGs4uBpow	singing,guitar
39_OmBO9jVg	laughter,piano,singing
3A0AlepZY7c	fixed-wing_aircraft
3A94mE0xjDk	clapping,cheering,playing_ping-pong
3AQFAFy1RCw	cry
3AjW9bdTid0	guitar,clapping,laughter,cheering
3BELEKmGJsA	playing_tennis,speech
3Ba_WoSZXvw	laughter,singing,guitar,speech
3E8ZtgqbSaI	fixed-wing_aircraft
3EcCYA68m_w	fixed-wing_aircraft,speech
3FCryGOpKV8	violin,guitar
3FFBT_MBcdM	horse,speech
3GaE_X5k3iE	singing,speech,clapping,cheering,guitar,drum
3H5HTraoIWc	cheering,alarm,playing_baseball,speech
3HZW_jh_W1w	rodents
3HqCfD7IKaI	accordion,guitar
3HwotJxpFyE	playing_volleyball,speech,alarm,clapping,cheering
3I17FhCBuuw	playing_badminton,speech
3IMNb87Hkgs	playing_badminton,speech
3J3VBBijQMY	clapping,playing_basketball,speech
3JLjivK2fLg	clapping,cheering,playing_ping-pong
3Jlf2R6FBRA	helicopter
3KwulXmBX-8	alarm,cry,speech
3NIlQB0YxME	clapping,cheering,playing_ping-pong
3O92j7ue-hE	chainsaw
3OetDAwKSWg	playing_tennis,bicycle,speech
3Okx0T5vpFc	fixed-wing_aircraft,speech
3PEDFWZzqLc	singing,cheering,dance
3PoC1-xd4Yw	shofar,clapping,piano
3PsRqJrFiSM	fixed-wing_aircraft
3Q8iDCfPV2E	laughter,playing_baseball,speech
3QKfLG7mauA	clapping,playing_basketball,speech
3QW_YW2kpb4	banjo,speech
3Ry9UWTzBcI	playing_badminton,clapping,speech
3SJAUgx6pOU	clapping,cheering,playing_ping-pong
3T-aColOLIQ	fixed-wing_aircraft
3Tjn1i1uSTw	playing_badminton,speech
3UavSfYk1c8	fixed-wing_aircraft
3VsznGtIdHY	speech
3W3bGkkFjnY	laughter,dog,cry,speech
3WA7VMa94Lw	playing_badminton,cheering,speech
3WE9FsXp3kY	alarm,speech
3XAgndty3-0	laughter,cheering,playing_basketball,speech
3XgWCWvEevc	rodents,speech
3YNvRrtULvs	singing,guitar
3YTJE7tD4g4	speech,playing_ping-pong
3ZEHgq1o8PI	helicopter,speech
3ZgLYAdGBck	fixed-wing_aircraft
3ZuDFLouf6A	fixed-wing_aircraft
3aOfoj137nE	car_alarm,car
3agBuZIBKHY	cheering,playing_baseball,speech
3bYYlSPyPnU	shofar
3bzbbvo1PG8	clapping,fixed-wing_aircraft
3crvwgv12N8	fixed-wing_aircraft
3cugy18s-PI	alarm
3d4ps8jH5MU	laughter,fixed-wing_aircraft,speech
3dGlIZbJqWE	alarm,speech
3fhxjF8FU9E	horse,speech
3gIWUjNtmHE	cry,speech
3gRSSZcCJ7I	frisbee,dog,speech
3gcPrF_qD_Y	playing_volleyball,clapping,cheering,speech
3h69_Tt_EYg	cheering,playing_ping-pong
3h_a9bQszfw	guitar,bicycle,cello,violin
3hnHbVeSJNc	cry,speech
3hztvJYikQY	playing_badminton,speech
3jVKqIJOp30	playing_volleyball,clapping,cheering
3jWxZ00D_z0	helicopter,speech
3lLlEp9I-Is	fixed-wing_aircraft,speech
3mN9FWDq79U	fixed-wing_aircraft
3mU6FOhgY-0	singing,laughter,clapping,cheering,guitar
3oS1DK_35z4	cry,speech
3pG8P6m0E4I	cat,cry
3qGSho5ADdw	singing,dance,piano,clapping,cheering,guitar,drum
3qIRJLGGZy0	car_alarm,cat,car,speech
3qKTCsBIAUo	playing_soccer,cheering,speech
3qUbjqwGIx8	cry,speech
3qgtQ0qyuts	playing_badminton,drum,violin,speech
3rL8EhnUTn8	fixed-wing_aircraft
3uDxHymUoIE	laughter,clapping,playing_basketball,speech
3uVdX0Yg2Mg	cry,speech
3ujCBi8VbLc	cry,speech
3v7q1xTR2LQ	cry
3vEsFxolnFs	banjo,speech
3vGR7CuMUF4	car,bicycle,accordion,speech
3vGci6VW_So	fixed-wing_aircraft
3vYVB_bOazw	playing_badminton,speech
3wirS8eqVYI	playing_tennis,speech
3xCzn3MV4V0	clapping,playing_basketball,speech
3xpH6BQyWwk	fixed-wing_aircraft
3yKkTACqkS0	clapping,playing_basketball,speech
3yiJDmk7M0A	playing_ping-pong,clapping,cheering,speech
3yniGSwBSdU	fixed-wing_aircraft
3yxCG4mxDkQ	playing_badminton,speech
3zM_vofZb8g	clapping,cry,speech
4-nUyWv5xEU	cry
408uaxjumNY	cheering,playing_basketball,speech
40XB6AsLtuI	clapping,cheering,playing_baseball,speech
40Y08_q9WcU	cry,speech
40fY2IC-RLU	fixed-wing_aircraft
41NfQlOzbvg	frisbee,car,speech
41TF4teDvDs	playing_badminton,speech
425tdcfbJJw	playing_volleyball,cheering,speech
42XZezNM0QM	playing_soccer,clapping,speech
45Joz4cqbc8	helicopter,singing,cheering,speech
45RMvyE1upE	playing_badminton,speech
45bqKuaNjCQ	singing,guitar
46G7GrIYptE	singing,dance
46k3frF1V90	speech
47HXd00DuR0	banjo
487rmk_MU0g	singing,laughter,clapping,cheering,guitar,drum
48S_lD1bkMI	playing_volleyball,cheering,speech
48XrJGJ085M	clapping,cheering,playing_basketball,speech
48aAm29slXA	speech,playing_badminton,cheering,drum,violin
48dEzZkLg38	speech,playing_ping-pong
48h1ibWL_8c	chainsaw
49GKKQCb6gM	fixed-wing_aircraft
49SBSn_Vbn8	cry,speech
49wP_Zmqkyc	chainsaw
4CcGATxKEXw	fixed-wing_aircraft
4DMrjshc810	cheering,playing_basketball,speech
4EVapt6AdgE	fixed-wing_aircraft
4EzZ871FBNg	fixed-wing_aircraft
4Fa2-efIUrU	laughter,playing_tennis,speech
4H0mUoLe0jc	laughter,clapping,dog,speech
4HrqMV2kEvA	cry,speech
4IsppmrZ5o0	fixed-wing_aircraft
4JHrz-LaBF0	playing_volleyball,clapping,cheering
4JWkfGvJDuE	speech,playing_baseball,dance
4K345_DRFRk	playing_volleyball,clapping,cheering,speech
4KE6dUAGZ94	cheering,horse,speech
4KXAnuxoLYA	fixed-wing_aircraft
4Lk4QkK1bGI	playing_badminton,speech
4MpQ7_Xnc-0	fixed-wing_aircraft
4MxvhT26yQI	cheering,playing_basketball,speech
4NKZsIkz7Nc	playing_ping-pong
4NVhqWJNWLo	singing,guitar
4Nl7TatAIVU	playing_badminton,speech
4OOUuDaDV5o	piano,clapping,violin,cheering
4OUwnmIHXIw	rodents,speech
4OYKsYJY3cw	clapping,car,speech
4OeiSVS33Ng	chainsaw,speech
4Ol9khacMhU	chainsaw,dog,speech
4OpT5b2u6Rc	laughter,chainsaw
4Ox_ses-iK4	playing_ping-pong
4Oxt706phPE	rodents
4P5Z2aU9SQw	clapping,cheering,playing_ping-pong
4Q4Q9byUQJM	fixed-wing_aircraft,speech
4QSK9t6OrgU	speech,laughter,playing_tennis,clapping,cheering
4R4QClrYLW4	banjo,cheering,speech
4RhYqmuq-k0	cheering,playing_basketball,speech
4RzAe3fyiY4	playing_badminton,speech
4SZ79UfAs24	laughter,playing_basketball,speech
4UawwYGCHws	fixed-wing_aircraft
4UhA5bYEEcw	frisbee,dog,guitar
4UymqYdJ3nI	playing_badminton,speech
4V3TFiHFqDc	cry,speech
4VmbNH6NJ1k	car,speech,playing_badminton,cheering,playing_basketball
4XcI1RCXXJU	fixed-wing_aircraft
4YPYs-bHaR4	chainsaw
4ZGOmbxPZ1s	laughter,frisbee,cheering,speech
4ZWsFPiS014	fixed-wing_aircraft,speech
4ZyPBOe4P0U	playing_badminton,speech
4_4-idMiGpU	playing_badminton,speech
4_C2ToNVSf8	fixed-wing_aircraft
4_W_sRF-beM	clapping,piano,cheering
4_XvKcLxj6I	singing,laughter,banjo,clapping,cheering,drum
4_vj9VfCAdk	laughter,piano,singing
4a1Lmhlmovc	laughter,singing,dance
4a2cXp1KbnE	fixed-wing_aircraft
4bZQ_StvB6k	speech,cheering,playing_baseball,drum
4beQJ1VhKk0	laughter,clapping,guitar
4ck1xVyFc3A	frisbee,dog,speech
4cuwf0Sq7lE	fixed-wing_aircraft,speech
4dSql5v0xW8	playing_volleyball,clapping,cheering,speech
4dry2i882Tk	frisbee,playing_basketball,speech
4fSIAMxZHZ4	rodents,speech
4h4KxP5_t6k	alarm
4hijHihnKzY	helicopter,car,speech
4i79R2ml0f0	cry,speech
4jkI8aYA7SI	horse,speech
4l7pVvVK9nI	playing_ping-pong,speech
4lLkPHKE_Gg	laughter,playing_volleyball
4lytS3VyzTI	chainsaw,clapping
4m-kVx4K8cg	playing_badminton,speech
4m0PwPU8NBw	playing_tennis,cry,speech
4mC6K77Y_Ho	shofar,singing
4mRdgV8t4KY	horse,speech
4nFtdiPKmZ0	car,fixed-wing_aircraft,speech
4nvAbP6wXDA	rodents
4oEjg-ZPXBc	playing_badminton,speech
4oqqXQcDg3w	alarm
4p59BuaT5eE	playing_ping-pong
4rfg_8SXrq8	playing_ping-pong,speech
4sUcWgk0kc0	singing,drum,speech,playing_baseball,guitar
4vvcVmWn0Vo	fixed-wing_aircraft,speech
4y8RVnUHc_c	chainsaw,dog,cheering,speech
4z4kNGDTfu0	guitar
50FwRFhBlCY	rodents
50N1cwjEfs4	singing,dance,laughter,clapping,cheering
518jryaw-vk	playing_badminton,cheering,speech
51bELr8gTAs	playing_badminton,speech
52qHPcqkv6U	fixed-wing_aircraft,speech
53Z090WUYpo	laughter,cry,speech
53ohFLBl0iE	alarm,speech
54TUIAhPjM0	cry,speech
56PQ9sjtlOU	playing_basketball,speech
