filename	event_labels
-pTn4s4daZU	playing_volleyball,clapping,dog
-pn-dj0g8aM	playing_basketball
-pqoeMKGNE0	playing_badminton
-qZ3zp_4938	chicken_rooster
-rE8CpfEUxQ	alarm,speech
-rK4U422kSU	playing_badminton
-sF7NaTEIQo	fixed-wing_aircraft
-sRmcVJ8_jk	chicken_rooster
-t110bso9a8	chicken_rooster,singing
-vLRPZQbsUI	alarm
-vqK0-jfy3Y	rodents
-wNNSOmqjVY	chicken_rooster
-wciP1Nqpns	chicken_rooster
-xoEytE4jNU	fixed-wing_aircraft,dog
-zArbOb6Vr4	playing_basketball,clapping,speech
-zfLijU15AA	fixed-wing_aircraft
-zhQeGoELeY	chicken_rooster
-znLXCRixZs	chicken_rooster,cat,laughter
02LVPW906Yc	playing_ping-pong
03oNeTowQKU	chicken_rooster
08-wel9Je3Y	dog,frisbee
088sxZ1V4kw	fixed-wing_aircraft
08bVSqAKJiM	car_alarm,car
09gJX0Cc6p0	guitar,singing,laughter
0B2-cR4GEjc	car,bicycle,laughter
0BGMqQkCc5Y	fixed-wing_aircraft
0D-VZRW3YJI	horse
0D6qIjcbXCc	chicken_rooster,rodents
0DCcTz0SYYI	chicken_rooster
0DLQxoJg0UM	playing_volleyball
0Ddx9z5OoK0	chicken_rooster
0DwBIhhMkHc	playing_baseball
0EDj8eGlEJY	playing_soccer
0EGNG0-VyZU	chicken_rooster
0EepbsAtiDk	horse
0Fzbtv_gwX0	cry
0GzrghCSrHU	chicken_rooster
0HFMGsOJy6A	chicken_rooster,bicycle,guitar
0HY9u5l1UQo	fixed-wing_aircraft
0HlcDqvawyM	shofar
0IOg0E9PtLM	fixed-wing_aircraft
0Ikx9-0ufH8	chicken_rooster
0J3OzIVLnEI	chicken_rooster
0J5q7aijM1E	frisbee,dog,dance
0KT0Slt2hzY	fixed-wing_aircraft
0KgBKYju0Mw	chicken_rooster
0KjqpeytyKg	playing_soccer
0Kvw2BPKjz0	car,speech
0LcEgY3DouU	chicken_rooster
0M3AYnUPk4g	chainsaw
0MpeArTdYlQ	playing_ping-pong
0NT9SQCFUI0	cry
0P-bPAubx3M	cry
0P4pTOC_TKU	banjo,violin,bicycle
0PCQ-07a0hQ	frisbee,dog,car
0PbmXOVIwGc	horse
0Pw3OAXHNLM	fixed-wing_aircraft
0QC0lAHptR8	playing_tennis
0QZ-JK2Ch4E	chainsaw
0R3NwM2_A0U	chicken_rooster
0RATdvr1c9Y	chicken_rooster
0Rqy0Y_BKkw	playing_soccer
0Rxy5fg9fDM	chicken_rooster
0T2_1Q4UIyQ	chicken_rooster
0TUL9E4puEg	cello,violin,guitar,bicycle
0TiOAVwVX1Q	chicken_rooster
0Ui94fBgZ_Q	playing_soccer
0UmZKOh5Kzc	chicken_rooster
0Ux3G_cg79s	chainsaw
0VzddQUqVCQ	playing_tennis
0WiikUwnrC0	chicken_rooster
0X8e6nOPkR0	frisbee,dog,car
0ZOHI9inGBk	chicken_rooster
0ZyPRbnAoG4	playing_tennis
0_V0AgsqZbw	chicken_rooster
0_kEAMIf8j8	chicken_rooster
0av1O2h5JgY	playing_baseball
0ba3-OhzFEU	fixed-wing_aircraft
0briuEELGRE	chicken_rooster
0chLdkCRxO4	chicken_rooster
0dMJ7dlPzWs	chainsaw
0dQf0JfN41U	fixed-wing_aircraft
0ddWYr_zQ1E	chicken_rooster
0dk-ZmsWZ98	dog,speech,playing_basketball
0dwu55z68CY	playing_soccer
0dyJz2hnURE	laughter,speech,playing_ping-pong,car,clapping
0f_xvP-jxuI	bicycle,playing_badminton
0fgoZlCL2II	cat,laughter
0frfI0OAhWk	chicken_rooster
0fyutS3FMb4	playing_ping-pong
0g2Mc_WNXCM	playing_basketball
0hMZVFUXwHo	chainsaw
0i0h5nK2D_U	cry
0i6HMfEeOEQ	playing_basketball
0ioyVuCAAac	chicken_rooster
0jAa9bewoxg	dance
0jCTBa8cSKc	chicken_rooster
0jR20-0sy1Y	shofar
0jyxudxON-0	chicken_rooster
0kkswG7eKmU	chicken_rooster
0lB-Of-KGUo	cry
0lce-qCdUZs	frisbee,dog,car
0mItVa2Cj8U	chicken_rooster
0mKRXJhlMb0	chicken_rooster
0mkj5A9qg9A	playing_soccer
0mqjPEPblGI	chicken_rooster
0npLQ4LzD0c	car_alarm,car
0o7mmdbK93A	chicken_rooster
0pvp3yzmE5s	chicken_rooster
0qKOtGR20SA	playing_basketball,cheering
0qbVYrH95Ac	chicken_rooster
0rZT2FQzdDQ	chicken_rooster
0rZoAxmluX8	playing_ping-pong
0rcAa1-6z28	fixed-wing_aircraft
0ruHvSkfoB8	playing_soccer
0s0FLwW_Zsk	chainsaw,car
0s9xZLjN5X8	chicken_rooster,speech
0shveFo63vU	fixed-wing_aircraft
0srGeSQu9uQ	chicken_rooster
0swmgT8nGCA	playing_volleyball
0tWqMSigpqw	fixed-wing_aircraft
0x3K2YSytTI	chicken_rooster
0xiWpcy2dHI	playing_volleyball
0y4WJIJSOdQ	chicken_rooster
0y4mO86t4Z0	horse
0y59NGzAoWs	playing_volleyball
0yXnfquHjVI	playing_volleyball
0yx2_smQlGo	playing_ping-pong
0yyodmE6cGg	accordion
1-JvknKGp74	laughter,cat
1-nA5SgvFQM	chicken_rooster
11p3k7duyKc	horse
12FhGkM-Fls	shofar
12LHUqJxos4	speech
12pMdcWdNeQ	playing_basketball
13D1YY_BvWU	cello,helicopter
13cWHYVRdsw	fixed-wing_aircraft
13k8j37ktV4	chicken_rooster
13xZgRl9XD4	rodents
14-HuDAa7vM	drum,speech
15CVltjZR-E	piano,shofar,clapping,speech
15pRTNSUjhE	chicken_rooster
15xPWO0KE6o	horse,car,fixed-wing_aircraft,speech
161c0bv1tkU	fixed-wing_aircraft
16bnaw5ZSNY	playing_baseball
16iyjFCwta4	chicken_rooster
16k-hKzQqKc	helicopter,car
18NpKwKl6Rk	chainsaw
1ABfgNr8Pkw	playing_soccer
1AMwRRtp4Sg	chicken_rooster
1B-FIInh7_s	chicken_rooster
1BctuVhLz1A	cry
1BgAcGWShOk	playing_ping-pong
1Bo0lRB2B3A	frisbee,cheering
1BvF2ZI0S5g	chicken_rooster,playing_basketball,singing,dance,speech
1C3-1R8h3rM	chicken_rooster
1CQR2Nh6ZaU	chainsaw
1DGQ1wdEWM8	playing_basketball,cheering
1DMv9mVtVyI	playing_ping-pong
1DOnv_cIh14	guitar,singing,piano,drum
1F21UFJiB0c	playing_ping-pong
1FF_PjIL4l4	chainsaw
1FfvnylPPcs	violin,horse,laughter
1Fz1owHrSyE	playing_volleyball
1GA-pRH3sBw	chicken_rooster
1GwJxtxosLc	drum
1GwrogGAIS0	chicken_rooster
1HI5dkf7d8Q	banjo,guitar,cello,violin
1HNcTMygRqo	banjo,bicycle,violin,guitar
1HhZ9VmTSu8	playing_tennis
1JWevjhd6Wk	chainsaw
1Jky7YVAPYY	dog,laughter,frisbee
1K2p-dyx3SE	violin
1Kd1eUeaKdQ	fixed-wing_aircraft
1KyF6q2TTEA	chainsaw
1MZWCvHaYhQ	playing_soccer
1Mnhk2CNvZ8	playing_tennis
1MwkKdsSUns	playing_ping-pong
1N2LyiEppk8	horse,cheering,clapping
1NkjIXbgEZc	fixed-wing_aircraft,dog
1PN66hxf-9A	playing_baseball,clapping
1SPVxYpRzAs	playing_soccer,cheering
1SqYA6OW3ns	chainsaw
1Tpe-iZhoIc	fixed-wing_aircraft
1TvNBm0DTJg	car,bicycle
1UdK3jjy8g8	playing_volleyball
1UgnjHTmzKg	fixed-wing_aircraft
1V2VImKmHP8	fixed-wing_aircraft,car
1WdJGpNHVS4	rodents
1YOLvMd0_rg	playing_baseball
1Z4QoVbiFIU	cry
1Zr-AjDdfrM	dance
1ZtXKR3_X-Q	fixed-wing_aircraft
1_3UA1ZSKoI	fixed-wing_aircraft
1b26S8mn9OM	drum,cello,piano,singing
1c-DuB_nVQA	fixed-wing_aircraft
1c76hIng4Ak	playing_baseball
1d7IBueQYZo	playing_tennis
1eY4SDnlWmo	playing_ping-pong
1eeg6ssaAP0	rodents
1eikeF7Zitg	guitar
1en9fyEUfYU	fixed-wing_aircraft
1euC3-drswQ	singing,laughter
1f-s2gYqyh8	playing_soccer
1fqNHLqPnAI	dog,car,frisbee,cheering,bicycle
1gQkxY9-sL4	accordion,car
1gxh6IA2aJ4	fixed-wing_aircraft
1habnDjBc0g	dog
1i6hFSp4mWo	playing_baseball
1jyBARHxmlc	horse
1k5y3IqxPw0	playing_ping-pong
1lUK09Wwnvw	fixed-wing_aircraft
1m1C7vR60wY	fixed-wing_aircraft
1meowL4HPSU	fixed-wing_aircraft
1n0103Rotoc	cry
1n5uFGk2pnc	playing_ping-pong
1nBDoDcPBj8	car_alarm,car
1nYevjqjZmo	cry,dog
1pa1GIeQiuI	fixed-wing_aircraft
1t63KIS6F4I	cry
1tOBtki9Xzk	cry
1uMyymBV_eU	helicopter,car
1veWbLpGa78	car,laughter
1vw4LB-D2zo	helicopter
1xTMKVBMU0Y	fixed-wing_aircraft
1yvZV8piMYI	speech,horse,laughter
2-UNNqpi0f0	playing_soccer
2-a-TlKRth8	playing_badminton,bicycle
215NEmmpc60	playing_ping-pong
23rRgrnWQgU	guitar,banjo
24ywlO1l1mE	chainsaw,clapping,banjo
25_-Odrisz8	playing_basketball,clapping
28BSB_oyQOc	rodents,clapping
28QP3M-DUnk	playing_volleyball,cheering,laughter,speech
2A9cNdvHr3w	fixed-wing_aircraft
2CDIIOqK-sI	fixed-wing_aircraft
2CUPWkVP-no	frisbee
2D1ODPlJlo8	cello
2E0cXm31egA	playing_ping-pong
2EueLQehhdo	playing_volleyball,clapping
2GfYNfKtpK0	chainsaw
2H46YMGYAD4	fixed-wing_aircraft
2HDe1UrYzZ8	guitar,singing
2HLpx5mqvW8	chainsaw
2HWeu6EwLYY	playing_ping-pong
2HbuDx_BhW8	fixed-wing_aircraft
2I6pPRWKsCQ	guitar,drum,singing,piano
2Ih94oEBqPw	cat
2IiUuD0Jan4	fixed-wing_aircraft
2IyjdEYNwnY	chainsaw,guitar
2JwV3cAowD4	playing_basketball,frisbee
2LL9rfu1PRg	chainsaw
2NLrU9kLvo4	laughter,car
2NznD9TBi5o	fixed-wing_aircraft
2OU8NF91fJg	fixed-wing_aircraft
2PFU_Ee0x14	playing_badminton
2Peh_gdQCjg	playing_badminton,speech
2PfBt_cK07o	shofar
2Pi35Np_Rh0	fixed-wing_aircraft
2Pzs6Yqn7O0	laughter,dance,clapping
2Q-wXTSc91g	cry,horse
2Q8rXOXnhQU	fixed-wing_aircraft
2RMDPyh3G58	fixed-wing_aircraft
2RTltupmW0w	playing_tennis
2SE8CryyF3U	guitar,singing
2SoL-pN-2qg	piano,singing,clapping
2TFZDZX1oXw	singing,clapping,cheering
2U_BUV8PLtk	bicycle
2UuUxUmhugo	chainsaw
2VaveF8LNwY	playing_volleyball,drum,violin,speech
2Wi7_uPVQn4	singing,dance
2X3D54iHi3A	fixed-wing_aircraft
2XC0ckiiuq4	frisbee,dance,guitar
2XLmIci_Etg	horse,car
2XvHKOpDfek	clapping,guitar
2YPRT4UrBZM	rodents
2YjE6XCkkSc	cheering,playing_baseball,laughter
2YrdbClQARE	cry
2ZLieYZhqLk	fixed-wing_aircraft
2_5IdNJB3Kw	speech,playing_badminton,drum,clapping
2a0LX67iPlI	horse,speech,laughter
2aJ3gtczGUo	fixed-wing_aircraft
2dB0iMy4KAI	playing_soccer
2dk9xHmkNpI	playing_ping-pong,piano,guitar
2eNJyPLjnWM	playing_ping-pong
2f0JKXfTPrE	helicopter
2fHOFU-quvw	fixed-wing_aircraft
2gZWXqZK18E	cry
2j_jq96u_yM	chainsaw
2kU0qemRB5A	playing_ping-pong,clapping
2kqRYTWKKIk	chainsaw
2ljnXaW13hI	playing_badminton
2logomXufTc	fixed-wing_aircraft
2mmXoqiCOcM	cry
2mnn3rimUDY	cry
2mpz54nF3qI	dog,banjo
2nF5FG9GK9k	playing_volleyball,cheering
2nHE-EErdWs	speech,playing_basketball
2o-Grc-LSUM	fixed-wing_aircraft
2ooAa7BTrVI	horse,dance
2pIlb2zHmyk	playing_volleyball
2q6s2MmKZtM	playing_baseball,dance,clapping
2qgOeAgtWi0	cry
2qra_7YjoYw	fixed-wing_aircraft
2sKmbnOi5S0	playing_ping-pong
2u9uWvVgULk	cry
2u9yhtl01zA	playing_ping-pong,speech,laughter,cheering,clapping
2uJQdg8k9sU	playing_badminton
2vjgvW9rFLA	fixed-wing_aircraft,car
2w1NeptwLzU	playing_ping-pong
2w3FSD235TY	horse
2wYIy9Osu-I	cry
2waLaV2gwno	fixed-wing_aircraft
2x43exdQ5bo	cry
2xvqbtV1vfQ	car_alarm,car
3-2CKVCL90g	playing_ping-pong
3-P1OtsVgfs	speech,cat,laughter
3-ZlmJDnseE	fixed-wing_aircraft
30C3oqW_KCg	frisbee,dog,car
33YLP_cv7UU	helicopter,playing_soccer
34rBzTNyQ-M	speech,banjo,cello,violin
378f6c9zIRg	dog,cat
37_fs34IRSs	fixed-wing_aircraft
37uHqbWccY0	violin,cello,piano,laughter
384nku0gUe4	chainsaw
385OLsVRaAU	alarm
38wGs4uBpow	guitar,singing
39_OmBO9jVg	singing,laughter
3A0AlepZY7c	fixed-wing_aircraft
3A94mE0xjDk	playing_ping-pong
3AQFAFy1RCw	cry
3AjW9bdTid0	clapping,cheering,guitar,laughter
3BELEKmGJsA	playing_tennis
3Ba_WoSZXvw	guitar,singing,speech,laughter
3E8ZtgqbSaI	fixed-wing_aircraft
3EcCYA68m_w	fixed-wing_aircraft
3FCryGOpKV8	guitar,violin
3FFBT_MBcdM	horse
3GaE_X5k3iE	guitar,singing,drum,speech
3H5HTraoIWc	playing_baseball
3HZW_jh_W1w	rodents
3HqCfD7IKaI	guitar,accordion
3HwotJxpFyE	playing_volleyball
3I17FhCBuuw	playing_badminton
3IMNb87Hkgs	playing_badminton
3J3VBBijQMY	playing_basketball,clapping
3JLjivK2fLg	playing_ping-pong
3Jlf2R6FBRA	helicopter
3KwulXmBX-8	alarm
3NIlQB0YxME	playing_ping-pong
3O92j7ue-hE	chainsaw
3OetDAwKSWg	bicycle,playing_tennis
3Okx0T5vpFc	fixed-wing_aircraft
3PEDFWZzqLc	dance,singing
3PoC1-xd4Yw	shofar,piano,clapping
3PsRqJrFiSM	fixed-wing_aircraft
3Q8iDCfPV2E	speech,playing_baseball,laughter
3QKfLG7mauA	playing_basketball,speech
3QW_YW2kpb4	banjo,speech
3Ry9UWTzBcI	playing_badminton,clapping
3SJAUgx6pOU	playing_ping-pong
3T-aColOLIQ	fixed-wing_aircraft
3Tjn1i1uSTw	playing_badminton
3UavSfYk1c8	fixed-wing_aircraft
3VsznGtIdHY	speech
3W3bGkkFjnY	dog,cry
3WA7VMa94Lw	playing_badminton
3WE9FsXp3kY	alarm
3XAgndty3-0	playing_basketball,cheering
3XgWCWvEevc	rodents
3YNvRrtULvs	guitar
3YTJE7tD4g4	playing_ping-pong
3ZEHgq1o8PI	helicopter
3ZgLYAdGBck	fixed-wing_aircraft
3ZuDFLouf6A	fixed-wing_aircraft
3aOfoj137nE	car_alarm,car
3agBuZIBKHY	playing_baseball
3bYYlSPyPnU	shofar
3bzbbvo1PG8	fixed-wing_aircraft,clapping
3crvwgv12N8	fixed-wing_aircraft
3cugy18s-PI	alarm
3d4ps8jH5MU	fixed-wing_aircraft
3dGlIZbJqWE	alarm
3fhxjF8FU9E	horse
3gIWUjNtmHE	cry
3gRSSZcCJ7I	frisbee,dog
3gcPrF_qD_Y	playing_volleyball
3h69_Tt_EYg	playing_ping-pong
3h_a9bQszfw	cello,bicycle,violin,guitar
3hnHbVeSJNc	cry
3hztvJYikQY	playing_badminton
3jVKqIJOp30	playing_volleyball
3jWxZ00D_z0	helicopter
3lLlEp9I-Is	fixed-wing_aircraft
3mN9FWDq79U	fixed-wing_aircraft
3mU6FOhgY-0	singing,guitar,laughter
3oS1DK_35z4	cry
3pG8P6m0E4I	cry,cat
3qGSho5ADdw	dance,clapping
3qIRJLGGZy0	car,speech,cat
3qKTCsBIAUo	playing_soccer
3qUbjqwGIx8	cry
3qgtQ0qyuts	playing_badminton,drum,violin
3rL8EhnUTn8	fixed-wing_aircraft
3uDxHymUoIE	playing_basketball,clapping
3uVdX0Yg2Mg	cry
3ujCBi8VbLc	cry
3v7q1xTR2LQ	cry
3vEsFxolnFs	banjo
3vGR7CuMUF4	accordion,bicycle,car
3vGci6VW_So	fixed-wing_aircraft
3vYVB_bOazw	playing_badminton
3wirS8eqVYI	playing_tennis
3xCzn3MV4V0	playing_basketball
3xpH6BQyWwk	fixed-wing_aircraft
3yKkTACqkS0	playing_basketball
3yiJDmk7M0A	playing_ping-pong,clapping,cheering
3yniGSwBSdU	fixed-wing_aircraft
3yxCG4mxDkQ	playing_badminton
3zM_vofZb8g	cry,clapping
4-nUyWv5xEU	cry
408uaxjumNY	playing_basketball
40XB6AsLtuI	playing_baseball
40Y08_q9WcU	cry
40fY2IC-RLU	fixed-wing_aircraft
41NfQlOzbvg	frisbee,car
41TF4teDvDs	playing_badminton
425tdcfbJJw	playing_volleyball
42XZezNM0QM	playing_soccer
45Joz4cqbc8	helicopter,cheering
45RMvyE1upE	playing_badminton
45bqKuaNjCQ	guitar,singing
46G7GrIYptE	dance
46k3frF1V90	speech
47HXd00DuR0	banjo
487rmk_MU0g	cheering,singing,drum,clapping,laughter
48S_lD1bkMI	playing_volleyball
48XrJGJ085M	playing_basketball,clapping
48aAm29slXA	playing_badminton
48dEzZkLg38	playing_ping-pong
48h1ibWL_8c	chainsaw
49GKKQCb6gM	fixed-wing_aircraft
49SBSn_Vbn8	cry
49wP_Zmqkyc	chainsaw
4CcGATxKEXw	fixed-wing_aircraft
4DMrjshc810	playing_basketball
4EVapt6AdgE	fixed-wing_aircraft
4EzZ871FBNg	fixed-wing_aircraft
4Fa2-efIUrU	playing_tennis
4H0mUoLe0jc	dog
4HrqMV2kEvA	cry
4IsppmrZ5o0	fixed-wing_aircraft
4JHrz-LaBF0	playing_volleyball
4JWkfGvJDuE	dance,playing_baseball,speech
4K345_DRFRk	playing_volleyball,speech
4KE6dUAGZ94	horse
4KXAnuxoLYA	fixed-wing_aircraft
4Lk4QkK1bGI	playing_badminton
4MpQ7_Xnc-0	fixed-wing_aircraft
4MxvhT26yQI	playing_basketball
4NKZsIkz7Nc	playing_ping-pong
4NVhqWJNWLo	guitar,singing
4Nl7TatAIVU	playing_badminton
4OOUuDaDV5o	violin,piano
4OUwnmIHXIw	rodents
4OYKsYJY3cw	speech,clapping,car
4OeiSVS33Ng	chainsaw
4Ol9khacMhU	dog,chainsaw
4OpT5b2u6Rc	chainsaw
4Ox_ses-iK4	playing_ping-pong
4Oxt706phPE	rodents
4P5Z2aU9SQw	playing_ping-pong
4Q4Q9byUQJM	fixed-wing_aircraft
4QSK9t6OrgU	playing_tennis,laughter
4R4QClrYLW4	banjo
4RhYqmuq-k0	playing_basketball
4RzAe3fyiY4	playing_badminton
4SZ79UfAs24	playing_basketball
4UawwYGCHws	fixed-wing_aircraft
4UhA5bYEEcw	frisbee,dog,guitar
4UymqYdJ3nI	playing_badminton
4V3TFiHFqDc	cry
4VmbNH6NJ1k	car,playing_badminton,playing_basketball
4XcI1RCXXJU	fixed-wing_aircraft
4YPYs-bHaR4	chainsaw
4ZGOmbxPZ1s	speech,frisbee,laughter
4ZWsFPiS014	fixed-wing_aircraft
4ZyPBOe4P0U	playing_badminton
4_4-idMiGpU	playing_badminton
4_C2ToNVSf8	fixed-wing_aircraft
4_W_sRF-beM	piano
4_XvKcLxj6I	banjo,drum,singing,laughter,clapping
4_vj9VfCAdk	piano,singing
4a1Lmhlmovc	singing,dance,laughter
4a2cXp1KbnE	fixed-wing_aircraft
4bZQ_StvB6k	playing_baseball
4beQJ1VhKk0	guitar
4ck1xVyFc3A	frisbee,dog
4cuwf0Sq7lE	fixed-wing_aircraft
4dSql5v0xW8	playing_volleyball
4dry2i882Tk	frisbee,playing_basketball
4fSIAMxZHZ4	rodents
4h4KxP5_t6k	alarm
4hijHihnKzY	helicopter,car
4i79R2ml0f0	cry
4jkI8aYA7SI	horse
4l7pVvVK9nI	playing_ping-pong
4lLkPHKE_Gg	playing_volleyball
4lytS3VyzTI	chainsaw,clapping
4m-kVx4K8cg	playing_badminton
4m0PwPU8NBw	cry,playing_tennis
4mC6K77Y_Ho	shofar
4mRdgV8t4KY	horse
4nFtdiPKmZ0	fixed-wing_aircraft,car
4nvAbP6wXDA	rodents
4oEjg-ZPXBc	playing_badminton
4oqqXQcDg3w	alarm
4p59BuaT5eE	playing_ping-pong
4rfg_8SXrq8	playing_ping-pong
4sUcWgk0kc0	playing_baseball
4vvcVmWn0Vo	fixed-wing_aircraft
4y8RVnUHc_c	chainsaw,dog,cheering
4z4kNGDTfu0	guitar
50FwRFhBlCY	rodents
50N1cwjEfs4	dance,clapping,cheering,laughter
518jryaw-vk	playing_badminton
51bELr8gTAs	playing_badminton
52qHPcqkv6U	fixed-wing_aircraft
53Z090WUYpo	cry,laughter
53ohFLBl0iE	alarm
54TUIAhPjM0	cry
56PQ9sjtlOU	playing_basketball
5793zhrytks	playing_volleyball,cheering
59Xef4GPClc	playing_ping-pong
59svx6RTX6E	chainsaw
59xcK5ajZI0	playing_ping-pong
5AP4M7PJGx0	horse,laughter
5C89eGAf9eE	playing_badminton
5DpnGFxWZyo	playing_volleyball
5E90ZAyYmDU	speech,laughter,cheering
5EuBcQr-alc	playing_volleyball
5Fppoe0xrCc	playing_badminton
5GNUTfCRLII	frisbee,car
5Hi6MMql06Q	playing_baseball
5HkTArPiX8E	chainsaw
5InInoTzcMQ	playing_baseball
5Iu-ahHr048	playing_badminton
5K2bUarxMSo	chainsaw
5KNnaz7yGGk	playing_ping-pong
5KPs8zKLKtA	speech,playing_baseball,laughter
5K_c4LG7CEE	cry
5LjQauipkt8	dance
5Lmjq9Drcok	playing_volleyball
5Mp6W7cYzRY	playing_badminton
5NmIav-DttI	playing_tennis
5OGUvwQxWtw	helicopter
5OWCQl64pXc	chainsaw
5PTIdvTDCgY	playing_ping-pong
5PWd8RM5fds	playing_basketball,clapping
5Qu9H0jTw_8	piano,singing
5RGmxhkjnqI	playing_volleyball
5TFRPUlOnVE	playing_ping-pong
5Tjiz0rkQz0	playing_ping-pong,speech
5URi2MBQ6WE	alarm
5USHgdkRwkA	fixed-wing_aircraft
5UplwxjzZkA	fixed-wing_aircraft
5UwANpsCl0I	playing_ping-pong
5VKB2lB2BE4	dance,car
5WRJXjKO8Ls	helicopter,car
5XUvXpg8yOE	playing_soccer,cheering
5YnChJFwYRQ	playing_baseball
5YsdlM3Stjo	horse
5ZiCd0TEIN8	shofar
5_PXO4OQRGw	frisbee,dog
5_Sf_gEfTcc	fixed-wing_aircraft,car
5a_LPLNtBQs	chainsaw
5avkkKA7lt4	playing_ping-pong,clapping,cheering
5bM3Syf1KN0	chainsaw
5d0TnzxTgKM	chainsaw
5dDjJLdQ6Jo	cat,dog
5dQEPN2HJlQ	singing,clapping
5dmQwHn3xFU	frisbee,speech,cheering,clapping
5eeeaEObtCA	playing_ping-pong,speech
5fJoZQ0_MUw	singing,guitar,dance,drum
5fKWiCTFZgk	cry
5hL1uGb4sas	car
5iL201ao6fI	playing_ping-pong,cat
5j6j4NJkUXA	horse
5jALTAeHLbQ	fixed-wing_aircraft,car
5jlV3DkSZoQ	fixed-wing_aircraft
5mhO6v3lV8U	speech,chainsaw
5n30m85UFic	speech,playing_soccer,alarm,laughter
5nG4DtmgXKk	chicken_rooster
5nZu6QpfG0g	helicopter
5nuaIMKs6fE	rodents
5o3hvMsRSp8	chicken_rooster
5oTTHnVmBpc	horse
5onjQeXfwUE	speech,banjo,dance
5p5iZEJ1lv8	playing_baseball,dance
5r0KoCRQZ4U	chicken_rooster,dog
5rTvRGbI7LA	chicken_rooster
5rd_WwD_aOQ	playing_basketball,frisbee
5rhXcyUqjLY	chicken_rooster
5rhkV2qggGc	fixed-wing_aircraft
5rm-H4EO8D0	rodents
5sYk-7v74C8	bicycle,car
5ssPXWs8vg8	chicken_rooster
5tVUZcDC_Ss	playing_tennis
5vKbho9B_GA	chicken_rooster
5vRkQ48mtPA	frisbee,dog
5w0d4JPdzr8	playing_volleyball
5wFkd5o1uj4	singing,drum,cello
5wIK1otb-2E	playing_tennis
5wK2QSF1TqE	bicycle,speech
5wSBsaL4t-4	chicken_rooster
5wZT7mokZU8	rodents
5xklhqtPZho	alarm
5xtqkdUejcs	chicken_rooster
5y55yGWlutQ	playing_ping-pong,speech
5yJ6L5GszsM	chicken_rooster
5yihxU9cg9s	playing_badminton
5zLblkp2yOQ	playing_basketball
5zYoE0OzoBU	playing_basketball,clapping
6-DAiSEzRA4	chainsaw
6-Lmux2v2g4	chicken_rooster
605mGLVreVg	playing_basketball
60CDw73x8Kg	playing_badminton
60Dla4vjaps	playing_basketball
610TuLNPepE	chainsaw
